Tipo de Publicacion,Tipo de Propiedad,Direccion,Numero de Piezas,Numero de Banos,M2 Utiles,M2 Totales,Precio en Pesos,Precio en UF,Fecha de Publicacion,Fecha de Extraccion,Lat,Lng,Estacionamiento Incluido,Bodega,Condicion,Codigo,Url
venta,departamento,"3 Dormitorios, La Castellana ,precioso Las Condes, Nueva Las Condes, Las Condes",3.0,2.0,100.0,100.0,264821313.0,9300.0,2020-02-20,2020-03-02,-33.4088211,-70.5771332,True,1.0,Usado,5441296,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5441296-3-dormitorios-la-castellana-precioso-las-condes-uda#position=1&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Metro Manquehue, Los Miitares, Rosario Norte, Nueva Las Condes, Las Condes",4.0,3.0,125.0,140.0,330314756.0,11600.0,2020-02-10,2020-03-02,-33.409034,-70.5686154,True,,Usado,5417148,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5417148-metro-manquehue-los-miitares-rosario-norte-uda#position=2&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Flor De Azucenas, Nueva Las Condes, Las Condes",4.0,4.0,145.0,153.0,347400002.0,12200.0,2020-02-13,2020-03-02,-33.4088058,-70.573571,True,,Usado,5325584,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5325584-flor-de-azucenas-uda#position=3&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Los Militares / Rosario Norte, Nueva Las Condes, Las Condes",4.0,3.0,120.0,130.0,301554592.0,10590.0,2019-12-30,2020-03-02,-33.3733902,-70.5176973,True,,Usado,5273643,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5273643-los-militares-rosario-norte-uda#position=4&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Metro Manquehue - Apoquindo / Flor De Az, Nueva Las Condes, Las Condes",3.0,2.0,77.0,99.0,213565575.0,7500.0,2020-02-13,2020-03-02,-33.409034,-70.5686154,True,,Usado,5220739,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5220739-metro-manquehue-apoquindo-flor-de-az-uda#position=5&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Alonso De Cordoba-los Militares, Nueva Las Condes, Las Condes",3.0,2.0,109.0,111.0,266529838.0,9360.0,2020-02-21,2020-03-02,-33.4071274,-70.5747986,False,,Usado,5371555,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5371555-alonso-de-cordobalos-militares-uda#position=6&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Los Militares 5200, Las Condes, Nueva Las Condes, Las Condes",4.0,3.0,125.0,139.0,297568034.0,10450.0,2020-02-12,2020-03-02,-33.4073563,-70.5754166,True,1.0,Usado,5422974,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5422974-los-militares-5200-las-condes-uda#position=7&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Zona Manquehue / Los Militares, Nueva Las Condes, Las Condes",2.0,2.0,70.0,88.0,205022952.0,7200.0,2020-02-19,2020-03-02,-33.4031942,-70.5699841,True,1.0,Usado,5437626,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5437626-zona-manquehue-los-militares-uda#position=8&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Cerro El Plomo, A De Córdova, Nueva Las Condes, Nueva Las Condes, Las Condes",2.0,2.0,76.0,81.0,213565575.0,7500.0,2020-02-25,2020-03-02,-33.4059296,-70.5731125,False,,Usado,5311472,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5311472-cerro-el-plomo-a-de-cordova-nueva-las-condes-uda#position=9&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Barrio El Golf, Nueva Las Condes, Las Condes",2.0,2.0,60.0,60.0,284754100.0,10000.0,2020-02-25,2020-03-02,-33.4055977,-70.5789413,True,,Usado,5386060,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5386060-barrio-el-golf-uda#position=10&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Los Militares C_987132, Nueva Las Condes, Las Condes",3.0,2.0,124.0,144.0,350247543.0,12300.0,2020-02-25,2020-03-02,-33.4081993,-70.5764999,True,,Usado,5454897,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5454897-los-militares-c_987132-uda#position=11&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Nueva Las Condes, Las Condes",4.0,3.0,147.0,154.0,341420166.0,11990.0,2020-02-29,2020-03-02,-33.4057999,-70.5718002,True,,Usado,5464048,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5464048-departamento-uda#position=12&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Excelente Ubicación, Cercano A Metro, Nueva Las Condes, Las Condes",3.0,3.0,98.0,100.0,230650821.0,8100.0,2020-02-26,2020-03-02,-33.4080009,-70.5754013,True,,Usado,5457457,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5457457-excelente-ubicacion-cercano-a-metro-uda#position=13&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Inversionistas / Excelente Oportunidad / Moderno / Los Militares / Rosario Norte / Metro Manquehue, Nueva Las Condes, Las Condes",2.0,2.0,80.0,90.0,247736067.0,8700.0,2020-03-01,2020-03-02,-33.4059258,-70.5713806,True,,Usado,5465150,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5465150-inversionistas-excelente-oportunidad-moderno-los-militares-rosario-norte-metro-manquehue-uda#position=14&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Gran Departamento En Sector Metro Manquehue!!!!!, Nueva Las Condes, Las Condes",4.0,3.0,120.0,142.0,290449182.0,10200.0,2020-02-29,2020-03-02,-33.4073563,-70.5754166,True,,Usado,5464284,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5464284-gran-departamento-en-sector-metro-manquehue-uda#position=15&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Apoquindo / Warren Smith, Nueva Las Condes, Las Condes",2.0,2.0,78.0,84.0,212141804.0,7450.0,2020-02-29,2020-03-02,-33.409874,-70.5754852,True,,Usado,5463773,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5463773-apoquindo-warren-smith-uda#position=16&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Estupendo Departamento - Metro Manquehue, Nueva Las Condes, Las Condes",3.0,2.0,64.0,76.0,210718034.0,7400.0,2020-02-28,2020-03-02,-33.4049911,-70.5700455,True,,Usado,5463022,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5463022-estupendo-departamento-metro-manquehue-uda#position=17&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Nueva Las Condes, Nueva Las Condes, Las Condes",2.0,2.0,116.0,,273363936.0,9600.0,2020-02-28,2020-03-02,-33.4037018,-70.572403,True,,Usado,5462228,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5462228-nueva-las-condes-uda#position=18&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Calle La Gloria, Nueva Las Condes, Las Condes",3.0,2.0,105.0,115.0,270516395.0,9500.0,2020-02-27,2020-03-02,-33.4091797,-70.5765991,True,,Usado,5458971,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5458971-calle-la-gloria-uda#position=19&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Los Militares / Warren Smith, Metro Manque, Nueva Las Condes, Las Condes",2.0,2.0,80.0,96.0,264821313.0,9300.0,2020-02-28,2020-03-02,-33.4077988,-70.5754013,True,,Usado,5462879,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5462879-los-militareswarren-smith-metro-manque-uda#position=20&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Apoquindo, Nueva Las Condes, Las Condes",2.0,2.0,68.0,68.0,170852460.0,6000.0,2020-02-27,2020-03-02,-33.4095993,-70.5758972,False,,Usado,5461277,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5461277-apoquindo-uda#position=21&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Propiedad En Nueva Las Condes, Nueva Las Condes, Las Condes",3.0,3.0,124.0,135.0,289025412.0,10150.0,2020-03-01,2020-03-02,-33.4067854,-70.5704004,False,1.0,Usado,7177,https://www.portalinmobiliario.com/MLC-521134896-propiedad-en-nueva-las-condes-_JM#position=22&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"La Gloria / Av. Apoquindo, Nueva Las Condes, Las Condes",4.0,4.0,140.0,170.0,412893445.0,14500.0,2020-02-26,2020-03-02,-33.4098282,-70.5762253,True,,Usado,5456914,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5456914-la-gloria-av-apoquindo-uda#position=23&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Flor De Azucenas / Los Militares, Nueva Las Condes, Las Condes",4.0,4.0,160.0,160.0,355942625.0,12500.0,2020-02-27,2020-03-02,-33.4088783,-70.5736923,True,,Usado,5460348,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5460348-flor-de-azucenas-los-militares-uda#position=24&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Alonso De Cordoba / Los Militares, Nueva Las Condes, Las Condes",4.0,3.0,135.0,138.0,301839346.0,10600.0,2020-02-29,2020-03-02,-33.4073563,-70.5754166,True,,Usado,5464006,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5464006-alonso-de-cordoba-los-militares-uda#position=25&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Warren Smith / Av. Apoquindo, Nueva Las Condes, Las Condes",3.0,2.0,97.0,113.0,330884264.0,11620.0,2020-02-29,2020-03-02,-33.4098663,-70.5746384,True,,Usado,5464377,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5464377-warren-smith-av-apoquindo-uda#position=26&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Warren Smith / Apoquindo, Nueva Las Condes, Las Condes",3.0,3.0,85.0,85.0,252007378.0,8850.0,2020-02-28,2020-03-02,-33.4097252,-70.5749893,False,,Usado,5461923,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5461923-warren-smith-apoquindo-uda#position=27&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Metro Manquehue, Nueva Las Condes, Las Condes",2.0,2.0,68.0,68.0,170852460.0,6000.0,2020-02-27,2020-03-02,-33.4091988,-70.5751038,False,,Usado,5461281,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5461281-metro-manquehue-uda#position=28&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Flor De Azucena 80, Nueva Las Condes, Las Condes",3.0,3.0,185.0,200.0,395808199.0,13900.0,2020-02-27,2020-03-02,-33.4081573,-70.5744247,True,,Usado,5459987,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5459987-flor-de-azucena-80-uda#position=29&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Inversionistas / Excelente Oportunidad / Moderno / Los Militares / Rosario Norte / Metro Manquehue, Nueva Las Condes, Las Condes",2.0,2.0,80.0,90.0,247736067.0,8700.0,2020-03-01,2020-03-02,-33.4059258,-70.5713806,True,,Usado,5465109,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5465109-inversionistas-excelente-oportunidad-moderno-los-militares-rosario-norte-metro-manquehue-uda#position=30&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Flor De Azucena / Los Militares, Nueva Las Condes, Las Condes",2.0,2.0,60.0,68.0,188791968.0,6630.0,2020-02-25,2020-03-02,-33.4081459,-70.5750656,True,,Usado,5455695,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5455695-flor-de-azucena-los-militares-uda#position=31&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Metro Escuela Militar, Nueva Las Condes, Las Condes",3.0,2.0,153.0,153.0,370180330.0,13000.0,2020-02-26,2020-03-02,-33.4085884,-70.5740433,True,,Usado,5457683,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5457683-metro-escuela-militar-uda#position=32&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Nueva Las Condes, Nueva Las Condes, Las Condes",3.0,2.0,160.0,170.0,279059018.0,9800.0,2020-02-29,2020-03-02,-33.4059258,-70.5713806,False,,Usado,5464128,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5464128-nueva-las-condes-uda#position=33&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Escuela Militar / La Gloria, Nueva Las Condes, Las Condes",3.0,2.0,105.0,115.0,270516395.0,9500.0,2020-02-24,2020-03-02,-33.4096107,-70.5765533,False,,Usado,5452222,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5452222-escuela-militar-la-gloria-uda#position=34&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Warren Smith, Nueva Las Condes, Las Condes",2.0,1.0,53.0,60.0,160316558.0,5630.0,2019-08-07,2020-03-02,-33.4093679,-70.5750663,True,,Usado,4992047,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/4992047-warren-smith-uda#position=35&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Oportunidad Venta Amplio Departamento 4 Dormitorios Los Militares / Rosario Norte, Nueva Las Condes, Las Condes",4.0,3.0,132.0,132.0,290164428.0,10190.0,2020-02-22,2020-03-02,-33.4058723,-70.5721283,True,,Usado,5448148,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5448148-oportunidad-venta-amplio-departamento-4-dormitorios-los-militares-rosario-norte-uda#position=36&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Cercano Parque Araucano, Nueva Las Condes, Las Condes",2.0,2.0,85.0,95.0,199327870.0,7000.0,2020-02-21,2020-03-02,-33.4066544,-70.5777054,True,,Usado,5442526,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5442526-cercano-parque-araucano-uda#position=37&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Flor Azucena -metro Manquehue, Nueva Las Condes, Las Condes",3.0,2.0,93.0,102.0,233498362.0,8200.0,2019-11-06,2020-03-02,-33.4081383,-70.5736542,False,,Usado,5180701,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5180701-flor-azucena-metro-manquehue-uda#position=38&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Apoquindo / Metro Manquehue / Apumanque, Nueva Las Condes, Las Condes",2.0,1.0,53.0,,155000000.0,0,2020-01-07,2020-03-02,-33.4104004,-70.5737991,False,,Usado,5332687,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5332687-apoquindometro-manquehueapumanque-uda#position=39&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Exclusivo - Warren Smith***, Nueva Las Condes, Las Condes",3.0,2.0,107.0,113.0,255993936.0,8990.0,2019-12-09,2020-03-02,-33.4089864,-70.5751914,True,,Usado,5267719,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5267719-exclusivo-warren-smith-uda#position=40&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Los Militares, Nueva Las Condes, Las Condes",2.0,2.0,79.0,87.0,222108198.0,7800.0,2019-12-08,2020-03-02,-33.4057007,-70.5730972,True,,Usado,5264629,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5264629-los-militares-uda#position=42&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Metro Manquehue, Nueva Las Condes, Las Condes",3.0,2.0,90.0,100.0,236345903.0,8300.0,2019-08-29,2020-03-02,-33.4082527,-70.5736008,False,,Usado,5040908,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5040908-metro-manquehue-uda#position=43&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Los Militares / Rosario Norte, Nueva Las Condes, Las Condes",3.0,3.0,130.0,141.0,327467215.0,11500.0,2019-11-23,2020-03-02,-33.4060326,-70.5723114,True,,Usado,5223935,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5223935-los-militares-rosario-norte-uda#position=44&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Los Militares Con Manquehue - Departamento A Pasos De Metro Manquehue & Parque Arauco, Nueva Las Condes, Las Condes",3.0,2.0,106.0,116.0,284469346.0,9990.0,2019-11-05,2020-03-02,-33.4059258,-70.5713806,False,,Usado,5106043,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5106043-los-militares-con-manquehue-departamento-a-pasos-de-metro-manquehue-parque-arauco-uda#position=45&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Alonso De Cordova / Los Militares, Nueva Las Condes, Las Condes",2.0,2.0,108.0,130.0,256278690.0,9000.0,2019-09-23,2020-03-02,-33.4071465,-70.5754471,False,,Usado,5084501,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5084501-alonso-de-cordovalos-militares-uda#position=46&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"La Gloria / Metro Manquehue, Nueva Las Condes, Las Condes",4.0,4.0,140.0,165.0,427131150.0,15000.0,2019-10-15,2020-03-02,-33.4098282,-70.5762253,True,,Usado,5134397,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5134397-la-gloria-metro-manquehue-uda#position=47&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"La Gloria / Los Militares, Nueva Las Condes, Las Condes",4.0,3.0,260.0,280.0,563813118.0,19800.0,2019-11-13,2020-03-02,-33.4091797,-70.5756226,True,,Usado,5004665,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5004665-la-gloria-los-militares-uda#position=49&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Flor De Azucena / Metro Manquehue, Nueva Las Condes, Las Condes",4.0,4.0,150.0,170.0,378722953.0,13300.0,2019-10-14,2020-03-02,-33.4085884,-70.5740433,True,,Usado,5132532,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5132532-flor-de-azucena-metro-manquehue-uda#position=50&type=item&tracking_id=1a728899-ef55-4246-b23c-cf02bea03fe8
venta,departamento,"Los Militares / Rosario Norte, Nueva Las Condes, Las Condes",3.0,2.0,115.0,115.0,290449182.0,10200.0,2019-10-09,2020-03-02,-33.4059258,-70.5713806,False,,Usado,4105030,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/4105030-los-militares-rosario-norte-uda#position=1&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Manquehue Norte- Cerro El Plomo, Nueva Las Condes, Las Condes",3.0,2.0,105.0,118.0,264821313.0,9300.0,2019-12-02,2020-03-02,-33.4040985,-70.5702972,True,,Usado,4600569,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/4600569-manquehue-norte-cerro-el-plomo-uda#position=4&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Los Militares / Alonso De Córdoba, Nueva Las Condes, Las Condes",2.0,2.0,130.0,150.0,270516395.0,9500.0,2019-12-06,2020-03-02,-33.4068947,-70.5736847,True,,Usado,5265382,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5265382-los-militares-alonso-de-cordoba-uda#position=5&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Cerro El Plomo / Rosario Norte, Nueva Las Condes, Las Condes",2.0,2.0,75.0,85.0,224955739.0,7900.0,2020-01-08,2020-03-02,-33.4056129,-70.5736084,True,,Usado,5336148,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5336148-cerro-el-plomo-rosario-norte-uda#position=6&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"P. Riesco / Alonso De Córdova / Excelente Ubicación, Nueva Las Condes, Las Condes",2.0,2.0,76.0,80.0,196480329.0,6900.0,2020-02-03,2020-03-02,-33.4056891,-70.5792664,True,,Usado,5021372,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5021372-p-riesco-alonso-de-cordova-excelente-ubicacion-uda#position=7&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Metro Manquehue, Nueva Las Condes, Las Condes",3.0,2.0,200.0,,424283609.0,14900.0,2019-10-22,2020-03-02,-33.409034,-70.5686154,True,,Usado,5148124,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5148124-metro-manquehue-uda#position=8&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Apoquindo / Warren Smith, Nueva Las Condes, Las Condes",2.0,3.0,85.0,98.0,244888526.0,8600.0,2019-09-27,2020-03-02,-33.4099007,-70.5755005,False,,Usado,5094985,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5094985-apoquindo-warren-smith-uda#position=9&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Los Militares / Alonso De Córdova / Flor, Nueva Las Condes, Las Condes",3.0,4.0,152.0,164.0,367332789.0,12900.0,2019-12-27,2020-03-02,-33.4068216,-70.5734333,True,1.0,Usado,5312902,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5312902-los-militares-alonso-de-cordova-flor-uda#position=10&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Metro Manquehue - Los Militares, Nueva Las Condes, Las Condes",3.0,3.0,152.0,167.0,367332789.0,12900.0,2019-11-29,2020-03-02,-33.409034,-70.5686154,True,,Usado,5239950,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5239950-metro-manquehue-los-militares-uda#position=12&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Los Militares - Noruega - Colegio Sek - Apumanque - Metro Manquehue -vista Norte, Metro Manquehue - Apumanque, Las Condes, Nueva Las Condes, Las Condes",4.0,3.0,120.0,130.0,320348362.0,11250.0,2020-01-13,2020-03-02,-33.4064865,-70.5733032,True,,Usado,5189276,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5189276-los-militares-noruega-colegio-sek-apumanque-metro-manquehue-vista-norte-metro-manquehue-apumanque-las-condes-uda#position=14&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Metro Manquehue 2 Estacionamientos, Nueva Las Condes, Las Condes",4.0,3.0,130.0,140.0,313229510.0,11000.0,2019-09-26,2020-03-02,-33.4083595,-70.5737,True,,Usado,5093069,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5093069-metro-manquehue-2-estacionamientos-uda#position=15&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"La Gloria - Los Militares, Nueva Las Condes, Las Condes",3.0,2.0,105.0,115.0,276951838.0,9726.0,2019-12-20,2020-03-02,-33.404921,-70.5701385,True,,Usado,5301502,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5301502-la-gloria-los-militares-uda#position=16&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Los Militares / Flor De Azucena, Nueva Las Condes, Las Condes",3.0,4.0,140.0,166.0,355942625.0,12500.0,2020-02-17,2020-03-02,-33.4072495,-70.5743476,True,,Usado,5431164,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5431164-los-militaresflor-de-azucena-uda#position=17&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Rosario Norte / Cerro El Plomo, Nueva Las Condes, Las Condes",3.0,2.0,106.0,116.0,284469346.0,9990.0,2020-01-15,2020-03-02,-33.4059258,-70.5713806,True,,Usado,5355134,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5355134-rosario-norte-cerro-el-plomo-uda#position=18&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Manquehue / Los Militares, Nueva Las Condes, Las Condes",1.0,1.0,43.0,50.0,168004919.0,5900.0,2019-12-13,2020-03-02,-33.4049988,-70.5699997,True,,Usado,5285115,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5285115-manquehuelos-militares-uda#position=19&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Parque Araucano, Nueva Las Condes, Las Condes",2.0,2.0,85.0,,242040985.0,8500.0,2020-01-20,2020-03-02,-33.402213,-70.5727403,True,,Usado,5366448,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5366448-parque-araucano-uda#position=20&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Apoquindo, Nueva Las Condes, Las Condes",2.0,2.0,85.0,,244888526.0,8600.0,2020-01-08,2020-03-02,-33.3960344,-70.5005397,True,,Usado,5336328,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5336328-apoquindo-uda#position=22&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Flor De Azucenas 89, Nueva Las Condes, Las Condes",3.0,2.0,90.0,70.0,213565575.0,7500.0,2020-01-09,2020-03-02,-33.4083142,-70.5733915,True,,Usado,5210816,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5210816-flor-de-azucenas-89-uda#position=23&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Los Militares 5200, Nueva Las Condes, Las Condes",4.0,3.0,135.0,135.0,290449182.0,10200.0,2020-02-21,2020-03-02,-33.4073563,-70.5754166,True,,Usado,5443716,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5443716-los-militares-5200-uda#position=24&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
venta,departamento,"Manquehue / Los Militares, Nueva Las Condes, Las Condes",1.0,1.0,43.0,50.0,170852460.0,6000.0,2019-12-13,2020-03-02,-33.4049988,-70.5699997,True,,Usado,5285116,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5285116-manquehuelos-militares-uda#position=25&type=item&tracking_id=10c3a19c-7688-44aa-8cbb-83b64dcb9d6d
