Tipo de Publicacion,Tipo de Propiedad,Direccion,Numero de Piezas,Numero de Banos,M2 Utiles,M2 Totales,Precio en Pesos,Precio en UF,Fecha de Publicacion,Fecha de Extraccion,Lat,Lng,Estacionamiento Incluido,Bodega,Condicion,Codigo,Url
venta,departamento,"Oportunidad! Hermoso Dpto. Fleming / Remodelado, , Amplio, Mall Los Dominicos, Las Condes",3.0,1.0,58.0,61.0,82000000.0,0,2019-11-25,2020-03-06,-33.42407,-70.5413598,True,,Usado,5227507,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5227507-oportunidad-hermoso-dpto-fleming-remodelado-amplio-mall-los-dominicos-uda#position=25&type=item&tracking_id=2ecc6683-3e20-457e-8bcd-48738f96ee10
venta,departamento,"Metro Los Dominicos, Los Dominicos, Las Condes",3.0,1.0,58.0,58.0,74000000.0,0,2020-02-07,2020-03-06,-33.4079007,-70.5451693,True,,Usado,5412125,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5412125-metro-los-dominicos-uda#position=26&type=item&tracking_id=2ecc6683-3e20-457e-8bcd-48738f96ee10
venta,departamento,"Paul Harris / Vital Apoquindo / Olga Sur, Las Condes",3.0,1.0,57.0,57.0,87000000.0,0,2020-02-13,2020-03-06,-33.4189507,-70.5296369,False,,Usado,5161138,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5161138-paul-harris-vital-apoquindo-olga-sur-uda#position=27&type=item&tracking_id=2ecc6683-3e20-457e-8bcd-48738f96ee10
venta,departamento,"Vital Apoquindo La Quebrada, Las Condes",3.0,1.0,55.0,60.0,123970302.0,4350.0,2020-02-18,2020-03-06,-33.4164131,-70.5294952,True,,Usado,5434146,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5434146-vital-apoquindo-la-quebrada-uda#position=28&type=item&tracking_id=2ecc6683-3e20-457e-8bcd-48738f96ee10
venta,departamento,"Avenida Kennedy / Alonso De Cordova, Parque Arauco, Las Condes",3.0,1.0,70.0,70.0,125000000.0,0,2020-02-12,2020-03-06,-33.4021934,-70.5782494,False,,Usado,5422635,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5422635-avenida-kennedy-alonso-de-cordova-uda#position=29&type=item&tracking_id=2ecc6683-3e20-457e-8bcd-48738f96ee10
venta,departamento,"Cerca Hospital Dipreca, Las Condes",3.0,1.0,60.0,60.0,110000000.0,0,2020-02-25,2020-03-06,-33.4159813,-70.5294876,False,,Usado,5369746,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5369746-cerca-hospital-dipreca-uda#position=31&type=item&tracking_id=2ecc6683-3e20-457e-8bcd-48738f96ee10
venta,departamento,Proyecto Magno,3.0,2.0,108.48,,278519945.0,9773.0,2020-02-08,2020-03-06,-33.4171536,-70.5610601,False,,Nuevo,8545,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/8545-magno-nva#position=3&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Avenida Cristobal Colon 7000, Rotonda Atenas, Las Condes",3.0,2.0,90.0,90.0,159593952.0,5600.0,2020-03-03,2020-03-06,-33.4173126,-70.5566559,True,,Usado,5341006,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5341006-avenida-cristobal-colon-7000-uda#position=5&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"San Crescente, Barrio El Golf, Las Condes",3.0,2.0,140.0,140.0,356236500.0,12500.0,2020-03-05,2020-03-06,-33.4192123,-70.5944748,True,,Usado,5477008,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5477008-san-crescente-uda#position=6&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Carlos Lira Infante / Colón - Manquehue, Rotonda Atenas, Las Condes",3.0,2.0,102.61,113.81,322037796.0,11300.0,2020-03-02,2020-03-06,-33.4174309,-70.5632477,True,,Usado,5403227,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5403227-carlos-lira-infante-colon-manquehue-uda#position=7&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Libia 55 / Av. Las Condes, Alto Las Condes, Las Condes",3.0,2.0,110.0,110.0,279289416.0,9800.0,2020-03-05,2020-03-06,-33.3906746,-70.5420609,False,,Usado,5466206,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5466206-libia-55-av-las-condes-uda#position=8&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Av. Cristobal Colon, Las Condes, Rotonda Atenas, Las Condes",3.0,2.0,120.0,140.0,339137148.0,11900.0,2020-03-04,2020-03-06,-33.4168549,-70.5620651,True,1.0,Usado,5474342,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5474342-av-cristobal-colon-las-condes-uda#position=9&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Reyes Lavalle, Las Condes, Barrio El Golf, Las Condes",3.0,2.0,135.0,160.0,240000000.0,0,2020-03-05,2020-03-06,-33.4157448,-70.5964203,True,1.0,Usado,5341096,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5341096-reyes-lavalle-las-condes-uda#position=11&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Manquehue Sur, Carlos Alvarado, Las Condes",3.0,2.0,140.0,160.0,339137148.0,11900.0,2020-01-09,2020-03-06,-33.4291097,-70.564549,True,,Usado,5333126,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5333126-manquehue-sur-carlos-alvarado-uda#position=12&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Metro Escuela Militar, Metro Escuela Militar, Las Condes",3.0,2.0,92.0,104.0,299238660.0,10500.0,2020-02-26,2020-03-06,-33.4117012,-70.5795364,False,,Usado,5441673,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5441673-metro-escuela-militar-uda#position=13&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Vista Despejada Asegurada!, Las Condes",3.0,2.0,122.0,136.0,319187904.0,11200.0,2020-02-06,2020-03-06,-33.4296989,-70.5720978,True,,Usado,5189944,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5189944-vista-despejada-asegurada-uda#position=14&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Duplex Moller / Vista Al Country Club / Seminuevo, Las Condes",3.0,2.0,130.0,270.0,455982720.0,16000.0,2020-02-07,2020-03-06,-33.4079424,-70.5451063,True,,Usado,5098146,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5098146-duplex-moller-vista-al-country-club-seminuevo-uda#position=15&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Las Tranqueras Con Los Llanes, Alto Las Condes, Las Condes",3.0,2.0,160.0,260.0,511555614.0,17950.0,2020-02-08,2020-03-06,-33.3886757,-70.5530146,True,,Usado,5414870,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5414870-las-tranqueras-con-los-llanes-uda#position=16&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Martín De Zamora 5375, Las Condes",3.0,2.0,90.0,90.0,191370248.0,6715.0,2020-02-10,2020-03-06,-33.4170982,-70.5711983,True,,Usado,5419167,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5419167-martin-de-zamora-5375-uda#position=17&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Apumanque, Metro Manquehue - Apumanque, Las Condes",3.0,2.0,83.0,89.0,177000000.0,0,2020-02-25,2020-03-06,-33.4115295,-70.5708618,True,,Usado,5388188,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5388188-apumanque-uda#position=20&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Kennedy Con Reina Astrid, Alto Las Condes, Las Condes",3.0,2.0,94.0,110.0,255065334.0,8950.0,2020-02-23,2020-03-06,-33.3946114,-70.5559311,True,1.0,Usado,5450420,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5450420-kennedy-con-reina-astrid-uda#position=22&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Apoquindo - Noruega, Metro Manquehue - Apumanque, Las Condes",3.0,2.0,94.0,109.0,256490280.0,9000.0,2020-02-29,2020-03-06,-33.4045982,-70.5653,True,,Usado,5463763,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5463763-apoquindo-noruega-uda#position=23&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Colegio Alemán / Alto Las Condes, Las Condes",3.0,2.0,102.0,112.0,242240820.0,8500.0,2020-03-03,2020-03-06,-33.3969002,-70.5688019,True,,Usado,5469286,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5469286-colegio-aleman-alto-las-condes-uda#position=24&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Mall Alto Las Condes - Las Tranqueras Ke, Alto Las Condes, Las Condes",3.0,2.0,110.0,94.0,255065334.0,8950.0,2020-02-28,2020-03-06,-33.3937988,-70.5539017,True,,Usado,5462768,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5462768-mall-alto-las-condes-las-tranqueras-ke-uda#position=26&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Propiedad En Av. Cristobal Colon / Martin De Zamora, Las Condes",3.0,2.0,90.0,90.0,191370248.0,6715.0,2020-03-04,2020-03-06,-33.4172594,-70.5707262,True,1.0,Usado,1364,https://www.portalinmobiliario.com/MLC-521218320-propiedad-en-av-cristobal-colon-martin-de-zamora-_JM#position=27&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Metro Escuela Militar, Las Condes",3.0,2.0,84.0,160.0,200000000.0,0,2020-03-01,2020-03-06,-33.4215965,-70.5800247,True,1.0,Usado,5464802,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5464802-metro-escuela-militar-uda#position=28&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Hernando Magallanes / Tomas Moro, Las Condes",3.0,2.0,80.0,,148000000.0,0,2020-03-02,2020-03-06,-33.408265,-70.5561624,True,,Usado,5465710,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5465710-hernando-magallanestomas-moro-uda#position=29&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Excelente Departamento - H De Magallanes - 2 Estacionamientos, Rotonda Atenas, Las Condes",3.0,2.0,81.0,95.0,210000000.0,0,2020-03-03,2020-03-06,-33.4172592,-70.560463,True,,Usado,5471260,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5471260-excelente-departamento-h-de-magallanes-2-estacionamientos-uda#position=30&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Mall Sport, Las Condes",3.0,2.0,95.0,110.0,242240820.0,8500.0,2020-02-29,2020-03-06,-33.3722,-70.5149994,True,,Usado,5464028,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5464028-departamento-uda#position=31&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Rodrigo De Triana 4340, Vaticano, Las Condes",3.0,2.0,140.0,150.0,262190064.0,9200.0,2020-03-03,2020-03-06,-33.4245796,-70.5793457,True,1.0,Usado,5470077,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5470077-rodrigo-de-triana-4340-uda#position=32&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Metro El Golf, Barrio El Golf, Las Condes",3.0,2.0,126.0,145.0,349111770.0,12250.0,2020-03-01,2020-03-06,-33.4151497,-70.5947723,True,,Usado,5349307,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5349307-metro-el-golf-uda#position=33&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Dpto 3d Hermanos Cabot / Las Tranqueras, Alto Las Condes, Las Condes",3.0,2.0,90.0,101.0,249365550.0,8750.0,2020-02-28,2020-03-06,-33.393692,-70.5544281,True,,Usado,5462407,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5462407-dpto-3d-hermanos-cabot-las-tranqueras-uda#position=34&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Cam. Las Flores/cam. Otoñal, Las Condes",3.0,2.0,93.0,103.0,240000000.0,0,2020-03-03,2020-03-06,-33.3953877,-70.5129439,False,,Usado,,https://www.portalinmobiliario.com/MLC-521210056-departamento-en-venta-de-3-dormitorios-en-las-condes-_JM#position=35&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Av.kennedy | Alto Las Condes, Alto Las Condes, Las Condes",3.0,2.0,132.0,148.0,339137148.0,11900.0,2020-03-03,2020-03-06,-33.3941002,-70.5540009,True,,Usado,5470025,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5470025-avkennedy-alto-las-condes-uda#position=36&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Cerro El Plomo / Nuestra Señora Del Rosario, Las Condes",3.0,2.0,110.0,110.0,252215442.0,8850.0,2020-03-04,2020-03-06,-33.4008255,-70.5621033,True,,Usado,5474569,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5474569-cerro-el-plomo-nuestra-senora-del-rosario-uda#position=37&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Oportunidad Venta Departamento Recién Remodelado Cristobal Colón / Iv Centenario, Rotonda Atenas, Las Condes",3.0,2.0,80.0,80.0,173843412.0,6100.0,2020-03-03,2020-03-06,-33.4171333,-70.5550461,True,,Usado,5470602,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5470602-oportunidad-venta-departamento-recien-remodelado-cristobal-colon-iv-centenario-uda#position=38&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Rep. Árabe De Egipto / Del Inca, Metro Manquehue - Apumanque, Las Condes",3.0,2.0,107.0,124.0,276411025.0,9699.0,2020-03-04,2020-03-06,-33.4108009,-70.5681992,True,,Usado,5474300,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5474300-rep-arabe-de-egipto-del-inca-uda#position=39&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Albacete / Metro Escuela Militar, Metro Escuela Militar, Las Condes",3.0,2.0,110.0,125.0,245000000.0,0,2020-03-03,2020-03-06,-33.418499,-70.5824966,False,,Usado,5468818,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5468818-albacete-metro-escuela-militar-uda#position=40&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Oportunidad Dp. El Golf!!!!, Barrio El Golf, Las Condes",3.0,2.0,105.0,129.0,279289416.0,9800.0,2020-03-05,2020-03-06,-33.4131508,-70.6000366,True,,Usado,3973485,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/3973485-oportunidad-dp-el-golf-uda#position=41&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Tomas Graham / Presidente Riesco, Alto Las Condes, Las Condes",3.0,2.0,93.0,104.0,256205291.0,8990.0,2020-03-05,2020-03-06,-33.3965988,-70.5603027,False,,Usado,5441295,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5441295-tomas-graham-presidente-riesco-uda#position=42&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Oviedo / Alcantara, Barrio El Golf, Las Condes",3.0,2.0,320.0,320.0,512980560.0,18000.0,2020-03-05,2020-03-06,-33.4216003,-70.5886993,False,,Usado,4420592,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/4420592-oviedo-alcantara-uda#position=43&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Avenida Francisco Bilbao 6450, Las Condes",3.0,2.0,165.0,200.0,340000000.0,0,2020-03-05,2020-03-06,-33.4306908,-70.5627594,True,,Usado,4649485,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/4649485-avenida-francisco-bilbao-6450-uda#position=45&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Rafael Sanzio / Av. Las Condes, Las Condes",3.0,2.0,90.0,135.0,310638228.0,10900.0,2020-03-05,2020-03-06,-33.4033012,-70.5550995,True,,Usado,5475753,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5475753-rafael-sanzio-av-las-condes-uda#position=46&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Bonito Depto Nor-oriente! Colon Cerca Se, Las Condes",3.0,2.0,90.0,105.0,253640388.0,8900.0,2020-03-05,2020-03-06,-33.4199982,-70.5748978,False,,Usado,5342550,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5342550-bonito-depto-nororiente-colon-cerca-se-uda#position=47&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Portofino / Americo Vespucio, Las Condes",3.0,2.0,185.0,200.0,367636068.0,12900.0,2020-03-05,2020-03-06,-33.4208606,-70.5828526,True,,Usado,5477963,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5477963-portofino-americo-vespucio-uda#position=48&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Manquehue Sur / Martín De Zamora, Rotonda Atenas, Las Condes",3.0,2.0,156.0,,322009297.0,11299.0,2020-03-04,2020-03-06,-33.4146996,-70.5651016,True,,Usado,5474295,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5474295-manquehue-sur-martin-de-zamora-uda#position=49&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Padre Errázuriz / Tiziano, Las Condes",3.0,2.0,80.0,90.0,169568574.0,5950.0,2020-03-04,2020-03-06,-33.4050751,-70.5539322,False,,Usado,5473455,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5473455-padre-errazuriz-tiziano-uda#position=50&type=item&tracking_id=30374cc0-e5d8-41b5-b4e8-ab2ac95e7394
venta,departamento,"Condominio Carlos Peña Otaegui / Colegio Juanita Los Andes, San Carlos De Apoquindo, Las Condes",3.0,4.0,220.0,260.0,558578832.0,19600.0,2019-12-10,2020-03-06,-33.4102974,-70.5039291,False,,Usado,5271491,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5271491-condominio-carlos-pena-otaegui-colegio-juanita-los-andes-uda#position=1&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Charles Hamilton / Francisco De Asis, San Damián, Las Condes",3.0,3.0,287.0,330.0,709623108.0,24900.0,2020-02-18,2020-03-06,-33.3811518,-70.5124057,False,,Usado,5011623,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5011623-charles-hamilton-francisco-de-asis-uda#position=2&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Martín De Zamora / Manquehue (tres Estac, Metro Manquehue - Apumanque, Las Condes",3.0,3.0,132.0,156.0,347686824.0,12200.0,2020-02-01,2020-03-06,-33.409034,-70.5686154,True,,Usado,5399099,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5399099-martin-de-zamora-manquehue-tres-estac-uda#position=3&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Kennedy Lateral / Geronimo De Alderete, Alto Las Condes, Las Condes",3.0,3.0,117.0,129.0,293538876.0,10300.0,2020-01-15,2020-03-06,-33.390815,-70.545992,True,,Usado,5353890,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5353890-kennedy-lateral-geronimo-de-alderete-uda#position=4&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Geronimo Alderete / Cercano A Colegio Aleman, Parque Arauco, Las Condes",3.0,3.0,127.0,151.0,361936284.0,12700.0,2020-01-18,2020-03-06,-33.3964996,-70.5632401,False,,Usado,5363009,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5363009-geronimo-alderete-cercano-a-colegio-aleman-uda#position=6&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Parque Costanera Sur / Francisco De Asís, Las Condes",3.0,3.0,144.0,177.0,376185744.0,13200.0,2020-02-13,2020-03-06,-33.4304439,-70.6362946,True,,Usado,5219101,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5219101-parque-costanera-sur-francisco-de-asis-uda#position=8&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Estocolmo / Metro Apumanque, Metro Manquehue - Apumanque, Las Condes",3.0,3.0,118.0,118.0,356236500.0,12500.0,2020-02-16,2020-03-06,-33.4054413,-70.5633163,False,,Usado,5429856,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5429856-estocolmo-metro-apumanque-uda#position=10&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Avenida Presidente Riesco 6470 - Departamento 701, Parque Arauco, Las Condes",3.0,3.0,140.0,182.0,367636068.0,12900.0,2020-02-09,2020-03-06,-33.402213,-70.5727403,False,1.0,Usado,5194821,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5194821-avenida-presidente-riesco-6470-departamento-701-uda#position=12&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Domingo Bondi, Las Condes, Las Condes",3.0,3.0,88.0,95.0,202342332.0,7100.0,2020-02-10,2020-03-06,-33.4190021,-70.5674569,True,1.0,Usado,5355604,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5355604-domingo-bondi-las-condes-uda#position=13&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Geronimo De Alderete / Capitán Crosbie, Alto Las Condes, Las Condes",3.0,3.0,101.0,121.0,250790496.0,8800.0,2020-02-18,2020-03-06,-33.3943062,-70.5581818,True,,Usado,5094713,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5094713-geronimo-de-alderete-capitan-crosbie-uda#position=14&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Presidente Riesco / Club De Golf, Barrio El Golf, Las Condes",3.0,3.0,133.0,145.0,370485960.0,13000.0,2020-01-30,2020-03-06,-33.4114502,-70.5927984,False,,Usado,5394602,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5394602-presidente-riesco-club-de-golf-uda#position=15&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Portal La Reina-ciudad Deportiva - Visvi, Las Condes",3.0,3.0,95.0,100.0,205163725.0,7199.0,2019-12-08,2020-03-06,-33.42878,-70.53784,False,,Usado,5259789,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5259789-portal-la-reinaciudad-deportiva-visvi-uda#position=17&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Magdalena, Barrio El Golf, Las Condes",3.0,3.0,130.0,147.0,333437364.0,11700.0,2020-02-07,2020-03-06,-33.4151993,-70.5929031,True,,Usado,5412338,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5412338-magdalena-uda#position=19&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Augusto Leguía Norte 250, Barrio El Golf, Las Condes",3.0,3.0,130.0,140.0,364786176.0,12800.0,2020-02-14,2020-03-06,-33.413237,-70.5978167,True,1.0,Usado,5419510,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5419510-augusto-leguia-norte-250-uda#position=21&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Hermanos Cabot Con Las Tranqueras, Alto Las Condes, Las Condes",3.0,3.0,140.0,165.0,313488120.0,11000.0,2020-02-12,2020-03-06,-33.390815,-70.545992,True,1.0,Usado,5422620,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5422620-hermanos-cabot-con-las-tranqueras-uda#position=22&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Carlos Peña Otaegui, San Carlos De Apoquindo, Vende Dueño, San Carlos De Apoquindo, Las Condes",3.0,3.0,164.0,206.0,467382288.0,16400.0,2020-02-18,2020-03-06,-33.4118646,-70.5080337,True,1.0,Usado,5434650,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5434650-carlos-pena-otaegui-san-carlos-de-apoquindo-vende-dueno-uda#position=23&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Metro El Golf, Barrio El Golf, Las Condes",3.0,3.0,100.0,120.0,260000000.0,0,2020-02-16,2020-03-06,-33.4164888,-70.5960293,False,,Usado,5429969,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5429969-metro-el-golf-uda#position=25&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Metro Manquehue, Metro Manquehue - Apumanque, Las Condes",3.0,3.0,150.0,170.0,413234340.0,14500.0,2020-02-10,2020-03-06,-33.4100403,-70.5675723,False,1.0,Usado,5416275,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5416275-metro-manquehue-uda#position=26&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Metro Manquehue, Metro Manquehue - Apumanque, Las Condes",3.0,3.0,121.0,141.0,347686824.0,12200.0,2020-03-01,2020-03-06,-33.4064522,-70.5702286,True,,Usado,5317762,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5317762-metro-manquehue-uda#position=33&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Cerro El Plomo / Los Militares, Las Condes",3.0,3.0,96.0,,180000000.0,0,2020-03-02,2020-03-06,-33.4021988,-70.5634995,True,,Usado,5465709,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5465709-cerro-el-plomolos-militares-uda#position=34&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
venta,departamento,"Avenida Américo Vespucio Sur 952, Las Condes",3.0,3.0,103.0,103.0,222291576.0,7800.0,2020-03-03,2020-03-06,-33.4226074,-70.5795059,True,1.0,Usado,5407771,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5407771-avenida-americo-vespucio-sur-952-uda#position=38&type=item&tracking_id=ff100fc0-7e40-4b4c-9a50-9f2289aaf226
